0	17.597507971
1	17.0435285399
2	121.366283336
3	14.7792717444
4	831.619914214
5	963.512909232
6	703.945486986
7	956.560919483
8	1304.29437782
9	120.757721415
10	79.1892802376
11	908.203377527
12	307.186206932
13	27.94427191
14	21.9316121733
15	45.2596459813
16	68.1296551827
17	3.82842712475
18	1197.45176222
19	39.2798928405
20	367.423216684
21	624.613020985
22	37.9992608182
23	1066.81481207
24	1292.97034038
